keyframe_id,time,x,y,theta,dr_x,dr_y,dr_theta,cov_xx,cov_yy,cov_tt,nssm_constraints
0,1506456462.97,0.0854170078514288,-0.07871072003883205,-0.03983633093873358,0.0854170078514288,-0.07871072003883205,-0.03983633093873358,0.01,0.01,0.0001,0
1,1506456471.591,0.9666729073722379,-0.5614290470457557,-0.015251149305391757,0.966672907372238,-0.5614290470457558,-0.015251149305391757,0.2600220169796045,0.2600789459147624,0.0026000000000000003,0
2,1506456474.706,2.0032711575120388,-0.46677794031544306,0.07347104838090385,2.003271157512039,-0.4667779403154432,0.07347104838090386,0.5100286949360339,0.5130629180451437,0.005100000000000003,0
3,1506456482.784,2.7298992775878688,-0.3070666266177816,0.6288408210107909,2.729899277587869,-0.3070666266177816,0.6288408210107909,0.7622534246811579,0.7677690276137386,0.007600000000000003,0
4,1506456486.191,3.620927791039222,0.2525601117491334,0.3110618032563579,3.6209277910392226,0.2525601117491337,0.311061803256358,1.0103213322705162,1.040812179049004,0.010100000000000008,0
5,1506456489.424,4.419305691942391,0.9064866082492141,0.8151286263497709,4.419305691942391,0.9064866082492147,0.815128626349771,1.2683921457917264,1.321559076024067,0.012599999999999993,0
6,1506456493.299,5.122579884250426,1.6785938701415568,0.8754659616436132,5.122579884250426,1.6785938701415573,0.8754659616436135,1.5220125429199973,1.6300061105172094,0.015099999999999978,0
7,1506456496.752,5.808485001883662,2.4497367506893917,0.8931909832679673,5.808485001883663,2.4497367506893926,0.8931909832679673,1.7743586208298228,1.9684640049342528,0.017599999999999956,0
8,1506456500.386,6.544263997933852,3.195225642217573,0.909743467227552,6.544263997933853,3.1952256422175744,0.909743467227552,2.029195849550742,2.342161995922387,0.02009999999999997,0
9,1506456503.904,7.19190377153884,3.9859804106197902,0.8616515685897785,7.191903771538841,3.985980410619792,0.8616515685897786,2.2723317663083176,2.76263754453972,0.02259999999999986,0
10,1506456507.44,7.989513790180546,4.646856000679964,0.8454263079863993,7.989513790180547,4.646856000679966,0.8454263079863993,2.52352896546466,3.22407642978078,0.025099999999999966,0
11,1506456511.266,8.673633532425528,5.383169611950514,0.8544268765986665,8.67363353242553,5.383169611950516,0.8544268765986666,2.7760065385339203,3.7262973866523406,0.02759999999999997,0
12,1506456521.638,8.228043857186663,6.280462299354018,1.318603052354188,8.228043857186664,6.280462299354022,1.318603052354188,3.2184410309457685,3.8926218477735732,0.030099999999999964,0
13,1506456532.491,7.927873510028582,7.240563674444024,1.6038846304192245,7.927873510028584,7.2405636744440285,1.6038846304192245,3.6962833596804603,4.1228313380954615,0.03259999999999984,0
14,1506456546.598,7.12460925778838,7.854712542370399,2.0072912508463236,7.12460925778838,7.854712542370404,2.0072912508463236,4.310415545091346,4.096339528594919,0.03509999999999973,0
15,1506456563.808,6.7373441236951646,8.778064187878659,2.0610326642343355,6.737344123695164,8.778064187878662,2.0610326642343355,4.649905406451805,4.562827953173897,0.03759999999999992,0
16,1506456572.038,7.004468973862572,9.749479107568922,1.6621216159031682,7.004468973862571,9.749479107568925,1.6621216159031682,4.401584880150814,5.763005568263816,0.04009999999999997,0
17,1506456580.179,7.2707709189991645,10.722603724418686,1.51894411918345,7.270770918999163,10.722603724418692,1.51894411918345,4.5033836127191025,6.692776826537325,0.04260000000000017,0
