time,x,y
1506456462.224,0.010478792629486328,-0.009596645598235363
1506456462.425,0.02265358333623297,-0.020746513923566252
1506456462.599,0.033192957131114094,-0.030398640153824374
1506456462.769,0.043490049622358494,-0.03982888237803763
1506456462.97,0.055664840270899234,-0.050978750702916555
1506456463.144,0.06904946691374708,-0.06511710689666231
1506456463.314,0.08270551963440809,-0.07984357092419353
1506456463.484,0.09636159140392744,-0.09457005558935129
1506456463.655,0.11009798722762229,-0.10938316115530815
1506456463.826,0.12383438300034261,-0.12419626578951856
1506456463.997,0.13757077882403745,-0.13900937135547542
1506456464.167,0.1382193927202172,-0.15129678353643378
1506456464.337,0.13863433760923954,-0.1635403634195657
1506456464.511,0.13905904637717673,-0.1760720402381296
1506456464.681,0.13947399183450482,-0.18831563688998607
1506456464.852,0.1398913779756009,-0.20063124962416187
1506456465.036,0.14188789012227854,-0.2139671547042049
1506456465.207,0.1496553992595858,-0.22668185089223017
1506456465.378,0.15742290840412437,-0.23939654614896094
1506456465.547,0.16509956523339805,-0.2519625247710794
1506456465.722,0.1730487681959213,-0.26497463644876496
1506456465.894,0.18086170890074932,-0.27776369891258407
1506456466.097,0.18639915411014873,-0.2925381286987472
1506456466.27,0.18768773993387677,-0.30483151139078624
1506456466.44,0.18895398011819875,-0.316911713226901
1506456466.61,0.1902202185773282,-0.3289918973539575
1506456466.785,0.19152370198662902,-0.34142740713989267
1506456466.955,0.19278994044575848,-0.35350759126694914
1506456467.155,0.1981773838701571,-0.3648047678912408
1506456467.324,0.203685977030543,-0.3736358016194001
1506456467.498,0.20935755018053015,-0.3827281144118786
1506456467.667,0.21486615115567978,-0.39155916123962775
1506456467.838,0.22043993788939267,-0.40049470884100535
1506456468.022,0.22648043703052195,-0.41024190626520496
1506456468.195,0.2324573391007939,-0.42032261083568223
1506456468.366,0.2383651490283964,-0.4302867838467713
1506456468.566,0.24527486969789042,-0.4419407893841283
1506456468.739,0.2512517799903674,-0.45202150705735916
1506456468.908,0.2570904895021209,-0.46186913447456024
1506456469.098,0.28092123672557356,-0.4706244382582558
1506456469.272,0.31758955055907295,-0.476651337054882
1506456469.441,0.3532041532334601,-0.4825050455782607
1506456469.614,0.3896617449672911,-0.48849731038823396
1506456469.788,0.42633005880079056,-0.4945242091848602
1506456469.958,0.46215538362582054,-0.5004125526266382
1506456470.141,0.5118612037409999,-0.5065556893023384
1506456470.312,0.5614085495304102,-0.5122415782239331
1506456470.483,0.6109558953125892,-0.5179274680768222
1506456470.653,0.6602135115427195,-0.5235801091376849
1506456470.853,0.718163566979827,-0.5302302657494551
1506456471.044,0.7753651330998952,-0.5351435667165407
1506456471.215,0.8321380784626226,-0.5352423915855671
1506456471.386,0.8889110238253499,-0.5353412164545934
1506456471.591,0.9569722094399449,-0.5354596915871686
1506456471.763,1.0140771362480543,-0.5355590946444625
1506456471.933,1.0705181001653998,-0.5356573413252212
1506456472.134,1.1375420839069847,-0.5328276731071134
1506456472.317,1.1986962933860776,-0.5289103990552864
1506456472.491,1.256842974940476,-0.5251857753912714
1506456472.712,1.3306959188354635,-0.5204550757846582
1506456472.901,1.3938552797201493,-0.5164093614107936
1506456473.078,1.4544242027290855,-0.5106034799166218
1506456473.247,1.5139759891635332,-0.5026156430611756
1506456473.42,1.574937351944292,-0.49443873547116757
1506456473.589,1.6344891383859714,-0.4864508976844269
1506456473.759,1.6943933608895485,-0.4784157876503884
1506456473.944,1.759583200679441,-0.46967170315373846
1506456474.114,1.81368244599558,-0.4604514825362333
1506456474.344,1.8830175170284578,-0.4471894437444489
1506456474.515,1.9345666318647525,-0.4373294075558889
1506456474.706,1.992144877125437,-0.426316151810082
1506456474.876,2.043392485176178,-0.4165137860348368
1506456475.077,2.094573654311521,-0.4071609059941431
1506456475.251,2.1257592513391637,-0.4021829006076816
1506456475.421,2.1562279474160873,-0.39731933123560337
1506456475.621,2.192073464649549,-0.39159748480200085
1506456475.8,2.2241551771922166,-0.38647643710873464
1506456475.97,2.254623873218166,-0.38161286680491
1506456476.172,2.2518608495252064,-0.38791560074822085
1506456476.346,2.243626350818253,-0.39515988181125794
1506456476.516,2.235581148418207,-0.4022376301201146
1506456476.71,2.2264001566233818,-0.4103145860405518
1506456476.885,2.2181183366589843,-0.4176004989169995
